date,country,cases,deaths,recoveries
2003-05-20,France,7,0,6
2003-05-20,Germany,9,0,9
2003-05-20,India,3,0,3
2003-05-20,Indonesia,2,0,2
2003-05-20,Italy,9,0,9
2003-05-20,Kuwait,1,0,1
2003-05-20,Malaysia,7,2,5
2003-05-20,Mongolia,9,0,8
2003-05-20,New Zealand,1,0,1
2003-05-20,Philippines,12,2,8
2003-05-20,Republic of Ireland,1,0,1
2003-05-20,Republic of Korea,3,0,2
2003-05-20,Romania,1,0,1
2003-05-20,Singapore,206,28,161
2003-05-20,South Africa,1,1,0
2003-05-20,Spain,1,0,1
2003-05-20,Sweden,3,0,3
2003-05-20,Switzerland,1,0,1
2003-05-20,Thailand,8,2,5
2003-05-20,United Kingdom,4,0,4
2003-05-20,United States,67,0,34
2003-05-20,Viet Nam,63,5,58
2003-05-21,Brazil,2,0,2
2003-05-21,Canada,140,23,108
2003-05-21,China,5249,296,2335
2003-05-21,"Hong Kong SAR, China",1719,255,1237
2003-05-21,"Macao SAR, China",1,0,0
2003-05-21,"Taiwan, China",418,52,71
2003-05-21,Colombia,1,0,1
2003-05-21,Finland,1,0,1
2003-05-21,France,7,0,6
2003-05-21,Germany,9,0,9
2003-05-21,India,3,0,3
2003-05-21,Indonesia,2,0,2
2003-05-21,Italy,9,0,9
2003-05-21,Kuwait,1,0,1
2003-05-21,Malaysia,8,2,5
2003-05-21,Mongolia,9,0,8
2003-05-21,New Zealand,1,0,1
2003-05-21,Philippines,12,2,10
2003-05-21,Republic of Ireland,1,0,1
2003-05-21,Republic of Korea,3,0,2
2003-05-21,Romania,1,0,1
2003-05-21,Singapore,206,28,161
2003-05-21,South Africa,1,1,0
2003-05-21,Spain,1,0,1
2003-05-21,Sweden,3,0,3
2003-05-21,Switzerland,1,0,1
2003-05-21,Thailand,8,2,5
2003-05-21,United Kingdom,4,0,4
2003-05-21,United States,66,0,33
2003-05-21,Viet Nam,63,5,58
2003-05-22,Australia,6,0,6
2003-05-22,Brazil,2,0,2
2003-05-22,Canada,140,23,109
2003-05-22,China,5271,300,2445
2003-05-22,"Hong Kong SAR, China",1722,258,1247
2003-05-22,"Macao SAR, China",2,0,0
2003-05-22,"Taiwan, China",483,60,74
2003-05-22,Colombia,1,0,1
2003-05-22,Finland,1,0,1
2003-05-22,France,7,0,6
2003-05-22,Germany,9,0,9
2003-05-22,India,3,0,3
2003-05-22,Indonesia,2,0,2
2003-05-22,Italy,9,0,9
2003-05-22,Kuwait,1,0,1
2003-05-22,Malaysia,8,2,5
2003-05-22,Mongolia,9,0,8
2003-05-22,New Zealand,1,0,1
2003-05-22,Philippines,12,2,10
2003-05-22,Republic of Ireland,1,0,1
2003-05-22,Republic of Korea,3,0,2
2003-05-22,Romania,1,0,1
2003-05-22,Singapore,206,29,162
2003-05-22,South Africa,1,1,0
2003-05-22,Spain,1,0,1
2003-05-22,Sweden,3,0,3
2003-05-22,Switzerland,1,0,1
2003-05-22,Thailand,8,2,5
2003-05-22,United Kingdom,4,0,4
2003-05-22,United States,65,0,33
2003-05-22,Viet Nam,63,5,58
2003-05-23,Brazil,2,0,2
2003-05-23,Canada,140,23,109
2003-05-23,China,5285,303,2544
2003-05-23,"Hong Kong SAR, China",1724,260,1255
2003-05-23,"Macao SAR, China",2,0,0
2003-05-23,"Taiwan, China",538,60,82
2003-05-23,Colombia,1,0,1
2003-05-23,Finland,1,0,1
2003-05-23,France,7,0,6
2003-05-23,Germany,9,0,9
2003-05-23,India,3,0,3
2003-05-23,Indonesia,2,0,2
2003-05-23,Italy,9,0,9
2003-05-23,Kuwait,1,0,1
2003-05-23,Malaysia,8,2,5
2003-05-23,Mongolia,9,0,8
2003-05-23,New Zealand,1,0,1
2003-05-23,Philippines,12,2,10
2003-05-23,Republic of Ireland,1,0,1
2003-05-23,Republic of Korea,3,0,2
2003-05-23,Romania,1,0,1
2003-05-23,Singapore,206,31,163
2003-05-23,South Africa,1,1,0
2003-05-23,Spain,1,0,1
2003-05-23,Sweden,3,0,3
2003-05-23,Switzerland,1,0,1
2003-05-23,Thailand,8,2,5
2003-05-23,United Kingdom,4,0,4
2003-05-23,United States,65,0,33
2003-05-23,Viet Nam,63,5,58
2003-05-24,Brazil,2,0,2
2003-05-24,Canada,140,23,109
2003-05-24,China,5309,308,2675
2003-05-24,"Hong Kong SAR, China",1724,262,1266
2003-05-24,"Macao SAR, China",2,0,0
2003-05-24,"Taiwan, China",538,60,82
2003-05-24,Colombia,1,0,1
2003-05-24,Finland,1,0,1
2003-05-24,France,7,0,6
2003-05-24,Germany,9,0,9
2003-05-24,India,3,0,3
2003-05-24,Indonesia,2,0,2
2003-05-24,Italy,9,0,9
2003-05-24,Kuwait,1,0,1
2003-05-24,Malaysia,8,2,5
2003-05-24,Mongolia,9,0,8
2003-05-24,New Zealand,1,0,1
2003-05-24,Philippines,12,2,10
2003-05-24,Republic of Ireland,1,0,1
2003-05-24,Republic of Korea,3,0,2
2003-05-24,Romania,1,0,1
2003-05-24,Singapore,206,31,163
2003-05-24,South Africa,1,1,0
2003-05-24,Spain,1,0,1
2003-05-24,Sweden,3,0,3
2003-05-24,Switzerland,1,0,1
2003-05-24,Thailand,8,2,5
2003-05-24,United Kingdom,4,0,4
2003-05-24,United States,65,0,33
2003-05-24,Viet Nam,63,5,58
2003-05-26,Brazil,2,0,2
2003-05-26,Canada,148,26,110
2003-05-26,China,5316,317,2829
2003-05-26,"Hong Kong SAR, China",1726,267,1276
2003-05-26,"Macao SAR, China",2,0,0
2003-05-26,"Taiwan, China",585,72,112
2003-05-26,Colombia,1,0,1
2003-05-26,Finland,1,0,1
2003-05-26,France,7,0,6
2003-05-26,Germany,9,0,9
2003-05-26,India,3,0,3
2003-05-26,Indonesia,2,0,2
2003-05-26,Italy,9,0,9
2003-05-26,Kuwait,1,0,1
2003-05-26,Malaysia,5,2,3
2003-05-26,Mongolia,9,0,8
2003-05-26,New Zealand,1,0,1
2003-05-26,Philippines,12,2,10
2003-05-26,Republic of Ireland,1,0,1
2003-05-26,Republic of Korea,3,0,2
2003-05-26,Romania,1,0,1
2003-05-26,Singapore,206,31,163
2003-05-26,South Africa,1,1,0
2003-05-26,Spain,1,0,1
2003-05-26,Sweden,3,0,3
2003-05-26,Switzerland,1,0,1
2003-05-26,Thailand,8,2,6
2003-05-26,United Kingdom,4,0,4
2003-05-26,United States,65,0,33
2003-05-26,Viet Nam,63,5,58
2003-05-27,Brazil,2,0,2
2003-05-27,Canada,148,26,111
2003-05-27,China,5322,321,2944
2003-05-27,"Hong Kong SAR, China",1728,269,1285
2003-05-27,"Macao SAR, China",2,0,0
2003-05-27,"Taiwan, China",596,76,112
2003-05-27,Colombia,1,0,1
2003-05-27,Finland,1,0,1
2003-05-27,France,7,0,6
2003-05-27,Germany,9,0,9
2003-05-27,India,3,0,3
2003-05-27,Indonesia,2,0,2
2003-05-27,Italy,9,0,9
2003-05-27,Kuwait,1,0,1
2003-05-27,Malaysia,5,2,3
2003-05-27,Mongolia,9,0,9
2003-05-27,New Zealand,1,0,1
2003-05-27,Philippines,12,2,10
2003-05-27,Republic of Ireland,1,0,1
2003-05-27,Republic of Korea,3,0,2
2003-05-27,Romania,1,0,1
2003-05-27,Singapore,206,31,163
2003-05-27,South Africa,1,1,0
2003-05-27,Spain,1,0,1
2003-05-27,Sweden,3,0,3
2003-05-27,Switzerland,1,0,1
2003-05-27,Thailand,8,2,6
2003-05-27,United Kingdom,4,0,4
2003-05-27,United States,65,0,32
2003-05-27,Viet Nam,63,5,58
2003-05-28,Australia,6,0,6
2003-05-28,Brazil,2,0,2
2003-05-28,Canada,149,26,111
2003-05-28,China,5323,325,3036
2003-05-28,"Hong Kong SAR, China",1730,270,1295
2003-05-28,"Macao SAR, China",2,0,0
2003-05-28,"Taiwan, China",610,81,112
2003-05-28,Colombia,1,0,1
2003-05-28,Finland,1,0,1
2003-05-28,France,7,0,6
2003-05-28,Germany,9,0,9
2003-05-28,India,3,0,3
2003-05-28,Indonesia,2,0,2
2003-05-28,Italy,9,0,9
2003-05-28,Kuwait,1,0,1
2003-05-28,Malaysia,5,2,3
2003-05-28,Mongolia,9,0,9
2003-05-28,New Zealand,1,0,1
2003-05-28,Philippines,12,2,10
2003-05-28,Republic of Ireland,1,0,1
2003-05-28,Republic of Korea,3,0,2
2003-05-28,Romania,1,0,1
2003-05-28,Singapore,206,31,165
2003-05-28,South Africa,1,1,0
2003-05-28,Spain,1,0,1
2003-05-28,Sweden,3,0,3
2003-05-28,Switzerland,1,0,1
2003-05-28,Thailand,8,2,6
2003-05-28,United Kingdom,4,0,4
2003-05-28,United States,66,0,32
2003-05-28,Viet Nam,63,5,58
2003-05-29,Australia,6,0,6
2003-05-29,Brazil,2,0,2
2003-05-29,Canada,151,26,112
2003-05-29,China,5325,327,3121
2003-05-29,"Hong Kong SAR, China",1732,273,1302
2003-05-29,"Macao SAR, China",1,0,0
2003-05-29,"Taiwan, China",660,81,122
2003-05-29,Colombia,1,0,1
2003-05-29,Finland,1,0,1
2003-05-29,France,7,0,6
2003-05-29,Germany,9,0,9
2003-05-29,India,3,0,3
2003-05-29,Indonesia,2,0,2
2003-05-29,Italy,9,0,9
2003-05-29,Kuwait,1,0,1
2003-05-29,Malaysia,5,2,3
2003-05-29,Mongolia,9,0,9
2003-05-29,New Zealand,1,0,1
2003-05-29,Philippines,12,2,10
2003-05-29,Republic of Ireland,1,0,1
2003-05-29,Republic of Korea,3,0,2
2003-05-29,Romania,1,0,1
2003-05-29,Singapore,206,31,165
2003-05-29,South Africa,1,1,0
2003-05-29,Spain,1,0,1
2003-05-29,Sweden,3,0,3
2003-05-29,Switzerland,1,0,1
2003-05-29,Thailand,8,2,6
2003-05-29,United Kingdom,4,0,4
2003-05-29,United States,66,0,32
2003-05-29,Viet Nam,63,5,58
2003-05-30,Brazil,2,0,2
2003-05-30,Canada,159,28,112
2003-05-30,China,5328,328,3250
2003-05-30,"Hong Kong SAR, China",1736,274,1304
2003-05-30,"Macao SAR, China",1,0,0
2003-05-30,"Taiwan, China",667,81,125
2003-05-30,Colombia,1,0,1
2003-05-30,Finland,1,0,1
2003-05-30,France,7,0,6
2003-05-30,Germany,9,0,9
2003-05-30,India,3,0,3
2003-05-30,Indonesia,2,0,2
2003-05-30,Italy,9,0,9
2003-05-30,Kuwait,1,0,1
2003-05-30,Malaysia,5,2,3
2003-05-30,Mongolia,9,0,9
2003-05-30,New Zealand,1,0,1
2003-05-30,Philippines,12,2,10
2003-05-30,Republic of Ireland,1,0,1
2003-05-30,Republic of Korea,3,0,3
2003-05-30,Romania,1,0,1
2003-05-30,Singapore,206,31,165
2003-05-30,South Africa,1,1,0
2003-05-30,Spain,1,0,1
2003-05-30,Sweden,3,0,3
2003-05-30,Switzerland,1,0,1
2003-05-30,Thailand,8,2,6
2003-05-30,United Kingdom,4,0,4
2003-05-30,United States,66,0,32
2003-05-30,Viet Nam,63,5,58
2003-05-31,Brazil,2,0,2
2003-05-31,Canada,188,30,116
2003-05-31,China,5328,332,3371
2003-05-31,"Hong Kong SAR, China",1739,278,1310
2003-05-31,"Macao SAR, China",1,0,0
2003-05-31,"Taiwan, China",676,81,129
2003-05-31,Colombia,1,0,1
2003-05-31,Finland,1,0,1
2003-05-31,France,7,0,6
2003-05-31,Germany,10,0,9
2003-05-31,India,3,0,3
2003-05-31,Indonesia,2,0,2
2003-05-31,Italy,9,0,9
2003-05-31,Kuwait,1,0,1
2003-05-31,Malaysia,5,2,3
2003-05-31,Mongolia,9,0,9
2003-05-31,New Zealand,1,0,1
2003-05-31,Philippines,12,2,10
2003-05-31,Republic of Ireland,1,0,1
2003-05-31,Republic of Korea,3,0,3
2003-05-31,Romania,1,0,1
2003-05-31,Russian Federation,1,0,0
2003-05-31,Singapore,206,31,165
2003-05-31,South Africa,1,1,0
2003-05-31,Spain,1,0,1
2003-05-31,Sweden,3,0,3
2003-05-31,Switzerland,1,0,1
2003-05-31,Thailand,8,2,6
2003-05-31,United Kingdom,4,0,4
2003-05-31,United States,66,0,32
2003-05-31,Viet Nam,63,5,58
2003-06-02,Brazil,2,0,2
2003-06-02,Canada,198,30,116
2003-06-02,China,5328,334,3495
2003-06-02,"Hong Kong SAR, China",1746,282,1319
2003-06-02,"Macao SAR, China",1,0,1
2003-06-02,"Taiwan, China",684,81,134
2003-06-02,Colombia,1,0,1
2003-06-02,Finland,1,0,1
2003-06-02,France,7,0,6
2003-06-02,Germany,10,0,9
2003-06-02,India,3,0,3
2003-06-02,Indonesia,2,0,2
2003-06-02,Italy,9,0,9
2003-06-02,Kuwait,1,0,1
2003-06-02,Malaysia,5,2,3
2003-06-02,Mongolia,9,0,9
2003-06-02,New Zealand,1,0,1
2003-06-02,Philippines,12,2,10
2003-06-02,Republic of Ireland,1,0,1
2003-06-02,Republic of Korea,3,0,3
2003-06-02,Romania,1,0,1
2003-06-02,Russian Federation,1,0,0
2003-06-02,Singapore,206,31,165
2003-06-02,South Africa,1,1,0
2003-06-02,Spain,1,0,1
2003-06-02,Sweden,3,0,3
2003-06-02,Switzerland,1,0,1
2003-06-02,Thailand,8,2,6
2003-06-02,United Kingdom,4,0,4
2003-06-02,United States,66,0,32
2003-06-02,Viet Nam,63,5,58
2003-06-03,Brazil,2,0,2
2003-06-03,Canada,213,31,116
2003-06-03,China,5329,334,3558
2003-06-03,"Hong Kong SAR, China",1747,283,1326
2003-06-03,"Macao SAR, China",1,0,1
2003-06-03,"Taiwan, China",679,81,136
2003-06-03,Colombia,1,0,1
2003-06-03,Finland,1,0,1
2003-06-03,France,7,0,6
2003-06-03,Germany,10,0,9
2003-06-03,India,3,0,3
2003-06-03,Indonesia,2,0,2
2003-06-03,Italy,9,0,9
2003-06-03,Kuwait,1,0,1
2003-06-03,Malaysia,5,2,3
2003-06-03,Mongolia,9,0,9
2003-06-03,New Zealand,1,0,1
2003-06-03,Philippines,12,2,10
2003-06-03,Republic of Ireland,1,0,1
2003-06-03,Republic of Korea,3,0,3
2003-06-03,Romania,1,0,1
2003-06-03,Russian Federation,1,0,0
2003-06-03,Singapore,206,31,165
2003-06-03,South Africa,1,1,0
2003-06-03,Spain,1,0,1
2003-06-03,Sweden,3,0,3
2003-06-03,Switzerland,1,0,1
2003-06-03,Thailand,8,2,6
2003-06-03,United Kingdom,4,0,4
2003-06-03,United States,68,0,33
2003-06-03,Viet Nam,63,5,58
2003-06-04,Brazil,2,0,2
2003-06-04,Canada,216,31,121
2003-06-04,China,5329,334,3674
2003-06-04,"Hong Kong SAR, China",1748,283,1339
2003-06-04,"Macao SAR, China",1,0,1
2003-06-04,"Taiwan, China",678,81,272
2003-06-04,Colombia,1,0,1
2003-06-04,Finland,1,0,1
2003-06-04,France,7,0,6
2003-06-04,Germany,10,0,9
2003-06-04,India,3,0,3
2003-06-04,Indonesia,2,0,2
2003-06-04,Italy,9,0,9
2003-06-04,Kuwait,1,0,1
2003-06-04,Malaysia,5,2,3
2003-06-04,Mongolia,9,0,9
2003-06-04,New Zealand,1,0,1
2003-06-04,Philippines,12,2,10
2003-06-04,Republic of Ireland,1,0,1
2003-06-04,Republic of Korea,3,0,3
2003-06-04,Romania,1,0,1
2003-06-04,Russian Federation,1,0,0
2003-06-04,Singapore,206,31,165
2003-06-04,South Africa,1,1,0
2003-06-04,Spain,1,0,1
2003-06-04,Sweden,3,0,3
2003-06-04,Switzerland,1,0,1
2003-06-04,Thailand,8,2,6
2003-06-04,United Kingdom,4,0,4
2003-06-04,United States,69,0,34
2003-06-04,Viet Nam,63,5,58
2003-06-05,Brazil,2,0,2
2003-06-05,Canada,218,31,120
2003-06-05,China,5329,336,3770
2003-06-05,"Hong Kong SAR, China",1748,284,1343
2003-06-05,"Macao SAR, China",1,0,1
2003-06-05,"Taiwan, China",677,81,257
2003-06-05,Colombia,1,0,1
2003-06-05,Finland,1,0,1
2003-06-05,France,7,0,6
2003-06-05,Germany,10,0,9
2003-06-05,India,3,0,3
2003-06-05,Indonesia,2,0,2
2003-06-05,Italy,9,0,9
2003-06-05,Kuwait,1,0,1
2003-06-05,Malaysia,5,2,3
2003-06-05,Mongolia,9,0,9
2003-06-05,New Zealand,1,0,1
2003-06-05,Philippines,12,2,10
2003-06-05,Republic of Ireland,1,0,1
2003-06-05,Republic of Korea,3,0,3
2003-06-05,Romania,1,0,1
2003-06-05,Russian Federation,1,0,0
2003-06-05,Singapore,206,31,165
2003-06-05,South Africa,1,1,0
2003-06-05,Spain,1,0,1
2003-06-05,Sweden,3,0,3
2003-06-05,Switzerland,1,0,1
2003-06-05,Thailand,8,2,6
2003-06-05,United Kingdom,4,0,4
2003-06-05,United States,69,0,34
2003-06-05,Viet Nam,63,5,58
2003-06-06,Brazil,2,0,2
2003-06-06,Canada,219,31,120
2003-06-06,China,5329,338,3869
2003-06-06,"Hong Kong SAR, China",1750,286,1350
2003-06-06,"Macao SAR, China",1,0,1
2003-06-06,"Taiwan, China",676,81,257
2003-06-06,Colombia,1,0,1
2003-06-06,Finland,1,0,1
2003-06-06,France,7,0,6
2003-06-06,Germany,10,0,9
2003-06-06,India,3,0,3
2003-06-06,Indonesia,2,0,2
2003-06-06,Italy,9,0,9
2003-06-06,Kuwait,1,0,1
2003-06-06,Malaysia,5,2,3
2003-06-06,Mongolia,9,0,9
2003-06-06,New Zealand,1,0,1
2003-06-06,Philippines,12,2,10
2003-06-06,Republic of Ireland,1,0,1
2003-06-06,Republic of Korea,3,0,3
2003-06-06,Romania,1,0,1
2003-06-06,Russian Federation,1,0,0
2003-06-06,Singapore,206,31,165
2003-06-06,South Africa,1,1,0
2003-06-06,Spain,1,0,1
2003-06-06,Sweden,3,0,3
2003-06-06,Switzerland,1,0,1
2003-06-06,Thailand,8,2,6
2003-06-06,United Kingdom,4,0,4
2003-06-06,United States,68,0,35
2003-06-06,Viet Nam,63,5,58
2003-06-09,Brazil,2,0,2
2003-06-09,Canada,229,32,128
2003-06-09,China,5328,340,4186
2003-06-09,"Hong Kong SAR, China",1753,288,1365
2003-06-09,"Macao SAR, China",1,0,1
2003-06-09,"Taiwan, China",680,81,257
2003-06-09,Colombia,1,0,1
2003-06-09,Finland,1,0,1
2003-06-09,France,7,0,6
2003-06-09,Germany,10,0,9
2003-06-09,India,3,0,3
2003-06-09,Indonesia,2,0,2
2003-06-09,Italy,9,0,9
2003-06-09,Kuwait,1,0,1
2003-06-09,Malaysia,5,2,3
2003-06-09,Mongolia,9,0,9
2003-06-09,New Zealand,1,0,1
2003-06-09,Philippines,12,2,10
2003-06-09,Republic of Ireland,1,0,1
2003-06-09,Republic of Korea,3,0,3
2003-06-09,Romania,1,0,1
2003-06-09,Russian Federation,1,0,0
2003-06-09,Singapore,206,31,168
2003-06-09,South Africa,1,1,0
2003-06-09,Spain,1,0,1
2003-06-09,Sweden,3,0,3
2003-06-09,Switzerland,1,0,1
2003-06-09,Thailand,9,2,6
2003-06-09,United Kingdom,4,0,4
2003-06-09,United States,68,0,35
2003-06-09,Viet Nam,63,5,58
2003-06-10,Brazil,3,0,2
2003-06-10,Canada,229,32,131
2003-06-10,China,5328,343,4294
2003-06-10,"Hong Kong SAR, China",1754,290,1368
2003-06-10,"Macao SAR, China",1,0,1
2003-06-10,"Taiwan, China",686,81,319
2003-06-10,Colombia,1,0,1
2003-06-10,Finland,1,0,1
2003-06-10,France,7,0,6
2003-06-10,Germany,10,0,9
2003-06-10,India,3,0,3
2003-06-10,Indonesia,2,0,2
2003-06-10,Italy,9,0,9
2003-06-10,Kuwait,1,0,1
2003-06-10,Malaysia,5,2,3
2003-06-10,Mongolia,9,0,9
2003-06-10,New Zealand,1,0,1
2003-06-10,Philippines,12,2,10
2003-06-10,Republic of Ireland,1,0,1
2003-06-10,Republic of Korea,3,0,3
2003-06-10,Romania,1,0,1
2003-06-10,Russian Federation,1,0,0
2003-06-10,Singapore,206,31,168
2003-06-10,South Africa,1,1,0
2003-06-10,Spain,1,0,1
2003-06-10,Sweden,3,0,3
2003-06-10,Switzerland,1,0,1
2003-06-10,Thailand,9,2,6
2003-06-10,United Kingdom,4,0,4
2003-06-10,United States,69,0,36
2003-06-10,Viet Nam,63,5,58
2003-06-11,Brazil,3,0,2
2003-06-11,Canada,230,32,134
2003-06-11,China,5329,343,4390
2003-06-11,"Hong Kong SAR, China",1754,290,1368
2003-06-11,"Macao SAR, China",1,0,1
2003-06-11,"Taiwan, China",687,81,344
2003-06-11,Colombia,1,0,1
2003-06-11,Finland,1,0,1
2003-06-11,France,7,0,6
2003-06-11,Germany,10,0,9
2003-06-11,India,3,0,3
2003-06-11,Indonesia,2,0,2
2003-06-11,Italy,9,0,9
2003-06-11,Kuwait,1,0,1
2003-06-11,Malaysia,5,2,3
2003-06-11,Mongolia,9,0,9
2003-06-11,New Zealand,1,0,1
2003-06-11,Philippines,12,2,10
2003-06-11,Republic of Ireland,1,0,1
2003-06-11,Republic of Korea,3,0,3
2003-06-11,Romania,1,0,1
2003-06-11,Russian Federation,1,0,0
2003-06-11,Singapore,206,31,168
2003-06-11,South Africa,1,1,0
2003-06-11,Spain,1,0,1
2003-06-11,Sweden,3,0,3
2003-06-11,Switzerland,1,0,1
2003-06-11,Thailand,9,2,6
2003-06-11,United Kingdom,4,0,4
2003-06-11,United States,71,0,36
2003-06-11,Viet Nam,63,5,58
2003-06-12,Brazil,3,0,2
2003-06-12,Canada,238,32,141
2003-06-12,China,5328,343,4457
2003-06-12,"Hong Kong SAR, China",1755,291,1377
2003-06-12,"Macao SAR, China",1,0,1
2003-06-12,"Taiwan, China",688,81,347
2003-06-12,Colombia,1,0,1
2003-06-12,Finland,1,0,1
2003-06-12,France,7,0,6
2003-06-12,Germany,10,0,9
2003-06-12,India,3,0,3
2003-06-12,Indonesia,2,0,2
2003-06-12,Italy,9,0,9
2003-06-12,Kuwait,1,0,1
2003-06-12,Malaysia,5,2,3
2003-06-12,Mongolia,9,0,9
2003-06-12,New Zealand,1,0,1
2003-06-12,Philippines,14,2,12
2003-06-12,Republic of Ireland,1,0,1
2003-06-12,Republic of Korea,3,0,3
2003-06-12,Romania,1,0,1
2003-06-12,Russian Federation,1,0,0
2003-06-12,Singapore,206,31,169
2003-06-12,South Africa,1,1,0
2003-06-12,Spain,1,0,1
2003-06-12,Sweden,3,0,3
2003-06-12,Switzerland,1,0,1
2003-06-12,Thailand,9,2,6
2003-06-12,United Kingdom,4,0,4
2003-06-12,United States,70,0,36
2003-06-12,Viet Nam,63,5,58
2003-06-13,Brazil,3,0,2
2003-06-13,Canada,242,32,150
2003-06-13,China,5327,343,4530
2003-06-13,"Hong Kong SAR, China",1755,293,1380
2003-06-13,"Macao SAR, China",1,0,1
2003-06-13,"Taiwan, China",693,81,385
2003-06-13,Colombia,1,0,1
2003-06-13,Finland,1,0,1
2003-06-13,France,7,0,6
2003-06-13,Germany,10,0,9
2003-06-13,India,3,0,3
2003-06-13,Indonesia,2,0,2
2003-06-13,Italy,9,0,9
2003-06-13,Kuwait,1,0,1
2003-06-13,Malaysia,5,2,3
2003-06-13,Mongolia,9,0,9
2003-06-13,New Zealand,1,0,1
2003-06-13,Philippines,14,2,12
2003-06-13,Republic of Ireland,1,0,1
2003-06-13,Republic of Korea,3,0,3
2003-06-13,Romania,1,0,1
2003-06-13,Russian Federation,1,0,0
2003-06-13,Singapore,206,31,169
2003-06-13,South Africa,1,1,0
2003-06-13,Spain,1,0,1
2003-06-13,Sweden,3,0,3
